Text,Target,intent
what was hercules the god of,42,oos
how many harry potter books are there,42,oos
what is harry's real name,42,oos
who played ronald weasly,42,oos
how do you repel a bear when you're out on a hike,42,oos
where's the best place to hike in the rockies,42,oos
what should i wear to hike,42,oos
what is the main cause of becoming homeless,42,oos
how many people are jobless in america,42,oos
how many homeless people are there,42,oos
where are most homeless people,42,oos
are indians nowadays reminiscent of a decade ago,42,oos
what were indians like 100 years ago,42,oos
how old is jennifer aniston,42,oos
i need tips on how to overcome insomnia,42,oos
how many people have insomnia,42,oos
what causes dyslexia,42,oos
is insomnia curable,42,oos
what are sigmund freud's most famous books,42,oos
what year was jane austen born,42,oos
where is te lawrence,42,oos
who is jane goodall,42,oos
how long does it take to get your yellow belt in karate,42,oos
what's the most practiced form of mma in the world,42,oos
what is the highest belt in karate,42,oos
where does jiu jitsu originate,42,oos
what's the proper subject verb order in japanese,42,oos
how do i learn more about linguistics,42,oos
what kind of paint do makeup artists use,42,oos
the bus moves with tyre,42,oos
how the bus moves,42,oos
what are some good resources to learn about mental illness,42,oos
are people with a mental illness eligible for disability,42,oos
how many people suffer from mental illness,42,oos
how can i get help for my mental health,42,oos
what's trending now,42,oos
what's the first romantic movie ever made,42,oos
"when was the term ""zombie"" first used",42,oos
what kind of traits do vampires have,42,oos
what do mummies eat,42,oos
send information on flood clean up to my phone,42,oos
what's the cost of buying a sump pump,42,oos
recommend a flood clean up service,42,oos
what is the safest model of airplane to fly in,42,oos
what year was the first airplane built in,42,oos
what's the best reviewed local roof repair place,42,oos
what's the best type of plan to upgrade to,42,oos
give me a suggestion for roofers,42,oos
where can i buy new shingles,42,oos
what's the safest pet to be around toddlers,42,oos
why is my dog vomiting after eating,42,oos
tiger,42,oos
what's the average rent of apartments in my city,42,oos
are there any apartments for rent nearby,42,oos
what are apartment prices now,42,oos
what's the highest building in the world,42,oos
where is the closest architecture college,42,oos
where can i submit my architecture plans,42,oos
who is the best architecture,42,oos
please give me a listing of all the bottled water brands in the area,42,oos
what are the lowest prices of bottled water at costco,42,oos
how do they filter pollutants out of bottled water,42,oos
what's the cost of bottled water,42,oos
what's the cost to have a business card printed,42,oos
when can i get a business card printed locally,42,oos
what to use to design my business cards,42,oos
download all the photos off my phone into the cloud,42,oos
tell me about that kind of cameras,42,oos
how much is the new nikon camera,42,oos
what kind of camera should i buy,42,oos
how much candy have i consumed this week,42,oos
how many flavors of mnm's are there,42,oos
who makes milky way bars,42,oos
how safe is it to consume the substance h2o,42,oos
how many elements are on the periodic table,42,oos
what's the chemical composition of a fart,42,oos
what is phosphorus on the periodic table,42,oos
look up some christmas songs for me,42,oos
is espn covering the golden state warriors game,42,oos
how many calories does doing 20 situps burn,42,oos
what is a normal resting heart rate,42,oos
should i run every day,42,oos
how many months do i left in my hbo subscription,42,oos
when does game of thrones return on hbo,42,oos
cancel my subscription to scientific american,42,oos
i'd like to renew my subscription to playboy,42,oos
what are popular lifestyle magazines,42,oos
what are popular sports magazines,42,oos
how can i use make up to cover a cut on my cheek,42,oos
what's the best make-up to cover a black eye,42,oos
send me videos of how to do a smoky eye,42,oos
whats the best rated lipstick,42,oos
when will the government file another antitrust suit against microsoft,42,oos
when will microsoft drop support for windows 7,42,oos
how do i make a sentence have stylized strike out in microsoft word,42,oos
how can i control where microsoft word inserts a page break,42,oos
what are the current prices for mushrooms,42,oos
what bands are touring in my city this week,42,oos
i need for you to look up some of the major gods in mythology,42,oos
what was the original name of jesus in egyptian myth,42,oos
was the god osiris a titan or an old god,42,oos
tell me who aphrodite is,42,oos
what activities can i to do outside today,42,oos
when will the daffodils bloom this year,42,oos
what zelda games are available on the switch,42,oos
i want to buy some nintendo switch game,42,oos
how much does a nintendo switch cost,42,oos
show me a cool nintendo switch game,42,oos
can you check how many miles i walked today when i was out get the info from my phone,42,oos
can you check how many steps i have walked in the last week from my phone app,42,oos
what should i do if it hurts when i pee,42,oos
what are the symptoms of cancer,42,oos
how many pokemon have i caught in my pokemon go app,42,oos
tell me what pokemon is,42,oos
has the school my kids go to been in the news for any reason,42,oos
are there any school closures today,42,oos
how long is the school year,42,oos
why did a bunch of christians go off murdering muslims in the middle ages,42,oos
what was the point of the crusades,42,oos
what other countries speak the english language,42,oos
why doesn't english have consistent forms,42,oos
do they speak english in australia,42,oos
who teaches english near me,42,oos
can you see what the budget for the united states military was in 2018,42,oos
can you look at what the oldest age is someone can enlist in the army,42,oos
how many years do you need to be in the army to get a college tuition,42,oos
where are most the servicemen right now,42,oos
what movies are playing at my local cinemax,42,oos
what time is a star is born showing,42,oos
what movies are playing,42,oos
can you get me the scores from the games that were played last night,42,oos
has there been any times when lebron james was arrested,42,oos
what are the new player rankings for the nhl,42,oos
who won in the gsw vs suns game last night,42,oos
give me the news on the newspaper today,42,oos
tell me a list of my local papers,42,oos
what's the newspaper today,42,oos
would you let me know who won the gold metal in gymnastics at the olympics,42,oos
"at the olympics, what country won the gold medal in basketball",42,oos
where will the next olympics be hosted,42,oos
when are the winter olympic games,42,oos
what films are in the running for best song at this year's oscars,42,oos
who are the nominees for best picture this year,42,oos
give me information on the oscars,42,oos
tell me about the oscars,42,oos
why did we elect this woman who made amazon leave and take its jobs with it,42,oos
how many people live in vermillion,42,oos
what's a good way to organize my tools in my garage,42,oos
what's the cost of a good pegboard,42,oos
is the stop sign around the corner still knocked over,42,oos
is there a fork in the road sign at main & 1st avenue,42,oos
are there cameras hidden in stop lights,42,oos
what does a flashing yellow light mean,42,oos
what is the deadline to register at university of georgia,42,oos
what universities are nearby to me and highly rated,42,oos
what are the top rated universities within my state,42,oos
will the anti-vaxxers die off if no one gives them vaccines,42,oos
how safe is the herpes vaccine they give women,42,oos
where can i get the flu shot,42,oos
when do i have to get the mmr,42,oos
how much are the clorox detergents,42,oos
when will nightwish be touring through my city,42,oos
does iron maiden have any new releases,42,oos
tell me something about linkin park,42,oos
i need you to check the resistance of a coil wrapped 6 times with an id of 25mm,42,oos
can you tell me whether the knicks will play the lakers this week,42,oos
what do you do if your 4 year old just ate playdoh,42,oos
when do the kids get out of school today,42,oos
please check up on my son's homework,42,oos
give me a list of the top three landscaping companies nearby,42,oos
when should you mow your grass after it's rained,42,oos
how much sugar was in my urine this morning,42,oos
what's a good blouse to wear with pink shoes,42,oos
what are the best jeans in my size,42,oos
how much does it cost to spay a puppy,42,oos
what's the best style shoe to wear to the prom,42,oos
can you tell me about that tornado that just tore up alabama,42,oos
tell me what the hot topics are that are trending on google,42,oos
what happened with the summit between trump and jong,42,oos
check and see what the local news in broadcasting,42,oos
please uninstall this intrusive social media app,42,oos
upload the pictures to the correct album,42,oos
i have a super runny nose and want to find a doctor,42,oos
which medicine to relieve my cough,42,oos
how do i get rid of blocked nose at home,42,oos
how do i get rid of sore throat at home,42,oos
how can i make my living room appear to be bigger than it is,42,oos
i'd like to find some curtains that look good in this room,42,oos
how to paint walls,42,oos
how to fix walls,42,oos
can you tell me the purpose of a safe deposit box,42,oos
can you store a gun in a safe deposit box,42,oos
how do you get a safe deposit box,42,oos
look up how to apply cream to smooth itchiness,42,oos
"how do i deal with angry, painful red bumps",42,oos
where should i go if i hammered a nail through my foot,42,oos
how long does it take to call an ambulance,42,oos
how to get the right medicine,42,oos
how to take care of the sick,42,oos
do vegans really want to blame cows for climate change,42,oos
give me a recommendation for a local landscaper,42,oos
i need to hire a grass treatment specialist,42,oos
when is the best time of year for pruning,42,oos
find someone local who mows lawns,42,oos
create a speech on historical events surrounding albert einstein,42,oos
create a pamphlet on albert einsteins childhood,42,oos
what is albert einstein famous for,42,oos
when was albert einstein born,42,oos
when will cameron release the sequel to avatar,42,oos
can you please start the avatar movie for me,42,oos
is the movie avatar culturally insensitive,42,oos
could you create a new avatar for me,42,oos
does bill gates still have any material participation in the running of microsoft,42,oos
tell me more about bill gates,42,oos
give me the weather forecast for today,42,oos
what is bitcoin trading for currently,42,oos
where can i have a black and white photo blown up to poster size,42,oos
adjust the contrast of the black and white photos,42,oos
can you colorize a black and white photo,42,oos
add color to the black and white photos,42,oos
how many people were killed in the boston marathon by bombers,42,oos
compile a list of historical events from the boston marathon,42,oos
time my next run at the boston marathon,42,oos
when will the next boston marathon be,42,oos
look up which animal is represented in this year's chinese new year,42,oos
what is the animal for this chinese new year,42,oos
would it be legal to have battles to the death in a homemade colosseum,42,oos
do the romans still use the colosseum for anything today,42,oos
where is the colosseum,42,oos
"can you really time your compressions to queen's ""another one bites the dust""",42,oos
do i have to put my mouth on theirs when doing cpr,42,oos
what is the breath to compression ratio for cpr,42,oos
tell me how to perform cpr,42,oos
create a for-while loop that continues 10 times,42,oos
where are classes taught near me for c++,42,oos
"declare a variable named ""golf""",42,oos
how do i write c++,42,oos
is the depiction of gold mining in the movie the ballad of buster scruggs realistic,42,oos
do you own the mineral rights to gold nuggets you find in your back yard,42,oos
where is the best place to mine for gold,42,oos
when was the gold rush,42,oos
make a list of facts about green book,42,oos
find out when green book was created,42,oos
who wrote green book,42,oos
what's the main export by the peoples of greenland,42,oos
how many people still live on greenland,42,oos
scan my photos and tell me which hair style is most suiting for my face,42,oos
create several photos of me with different hair styles,42,oos
latest hair styles for long natural hair,42,oos
show video of hair styling tips,42,oos
did a man really die trying to be loved by a horse,42,oos
how many acres do you need to buy a horse,42,oos
get me a picture of a horse,42,oos
does eating poop really help your gut fauna,42,oos
is there a vaccine for ebola,42,oos
find out how many latin scholars there are at the university of chicago,42,oos
make a list of side hustles i could start today to make a little extra cash,42,oos
make a list of stocks that would be good to invest in to start making money,42,oos
how can i add my signature to the proposed bill legalizing prostitution,42,oos
what's the roi doing arbitrage with ebay,42,oos
do women still bare their chests for beads at mardi gras,42,oos
when's the next mardi gras going to be,42,oos
what is the best way to kill microbes,42,oos
start a speech on microbes for me,42,oos
inform me of what microbes are,42,oos
what is the top 10 best modems,42,oos
what is the time signature for the castlevania song bloody tears,42,oos
can you tell me what key frank zappa's keep it greasy is in,42,oos
please go to wikipedia and search for articles related to nsa,42,oos
can the nsa crack the encryption on my iphone,42,oos
does the nsa listen to me,42,oos
could you pull up the nsa website,42,oos
can you see if the octopus eggs have hatched yet,42,oos
what do you do if your cat eats an octopus,42,oos
find out which museum houses the most post modern art in new york state,42,oos
look up the top 3 selling post modern artists in the united states,42,oos
create a portrait for me using post modern art,42,oos
find me examples of post modern art,42,oos
find the names of all the rain forests located in south america,42,oos
does cutting down the rain forest really add to global warming,42,oos
what's the current demand for wood from rain forests,42,oos
what's the current prevailing interest rate for mortgages in my area,42,oos
how's the real estate market doing this week,42,oos
please list my real estate for sale,42,oos
make an ad to sell my real estate,42,oos
what's the status of robotic servants from japan,42,oos
finish the final touches on my newest robotic creation,42,oos
can a robot really travel back in time,42,oos
program my new robot to bring me snacks,42,oos
how long would it take you to die of thirst in the sahara desert,42,oos
can a samurai sword deflect a bullet,42,oos
how much for a samurai sword,42,oos
make a list of what materials have been used for spacesuits,42,oos
what size space suit should you get based on your girth,42,oos
see if you can purchase a spacesuit online,42,oos
compile a folder of paintings of sparta,42,oos
display history of sparta,42,oos
compile a list of articles pertaining to venture capital funding for me,42,oos
start a portfolio on venture capital funding for me to look over,42,oos
how do i get venture capital for my app,42,oos
what's the latest vc funded company,42,oos
i'd like to hire a wedding planner and need help finding one,42,oos
how to plan for weddings,42,oos
find out how many whales are currently in monterey bay,42,oos
make a chart of the different types of whales,42,oos
what did my best friend do in the kitchen while we were gone,42,oos
what's my boss' home address,42,oos
what's it like to have parents who actually love you,42,oos
is there any news if my parents survived the crash,42,oos
tell me who gives the best motivational speeches on the web,42,oos
find an article on celebrities who made it out of poverty,42,oos
send me a motivational quote everyday for the next week,42,oos
who is the hardest working man in hollywood,42,oos
tell me where i can get more information on getting a job at the post office,42,oos
pull up the classifieds and read the career section to me,42,oos
help me find a new position as a programmer,42,oos
what's the best career search website,42,oos
write the next chapter of my biography and let me know when you have finished it,42,oos
give me a list of the biographies written by nyu professors after 2001,42,oos
i would like for you to start a biography on me,42,oos
show me all biographies on teddy kennedy,42,oos
find out what supplies i am missing and will need on my upcoming camping trip,42,oos
what are the camping restrictions at bear island,42,oos
find articles that can help me advance my position in my work field,42,oos
show me what one should do to get ahead in a tech corporation,42,oos
get me a copy of a book on negotiation in the workplace,42,oos
look up ways for me to advance my job placement,42,oos
see if there is a recipe to make a casserole without any dairy,42,oos
tell me in how many different colors i can get dinner plates from pier one imports,42,oos
tell me amazon's choice for a set of 4 dinner plates,42,oos
find out where i can by melamine dinner plates,42,oos
find out what the maximum memory size is that i can buy in a dvd,42,oos
tell me who makes the best dvd's for movie storage,42,oos
how many dvds do i currently have on file,42,oos
give me a listing of all my dvd's,42,oos
look up the conversion rate for the euro to dollar exchange,42,oos
how do i put a lens that's fallen out back in my glasses,42,oos
i need you to order a new pair of eyeglasses for me,42,oos
tell me what my current eyeglasses prescription is,42,oos
show me examples of cute eyeglass frames,42,oos
make a list of all sites in the us where spirits have been seen at night,42,oos
tell me how to get rid of a spirit that's haunting me,42,oos
show me how to contact a paranormal spirit,42,oos
tell me a scary story,42,oos
show me the goals of my local police department in terms of reducing crime,42,oos
make a list of goals i need to meet in order to write a book,42,oos
what is the distance between the goal posts in football,42,oos
remind me what my weight loss goals are,42,oos
give me a list of tax attorneys that practice in my city,42,oos
tell me how i can file a pleading in circuit court,42,oos
give me the number of a traffic attorney near here,42,oos
what are the top rated local lawyers,42,oos
find out how many miles the mississippi waterway runs,42,oos
tell me what the longest tributary is in venezuela,42,oos
please book another boat for this weekends trip,42,oos
get me a list of universities that provide full scholarships in arizona,42,oos
tell me where to go to get my son enrolled in public kindergarten,42,oos
"do a job search on monstercom for jobs in the tech field in arlington, va",42,oos
"i need to find work, help me connect to a local business through linkedin",42,oos
detail a list of possible job openings in the miami public school system,42,oos
look for a position similar to mine that is open around my area,42,oos
find out where one can get involved in discussing local election issues,42,oos
give me a list of the top 5 issues people have in this country,42,oos
what is the government department that regulates emissions,42,oos
what's the highest rated social services non-profit,42,oos
explain to me the process of evaporation,42,oos
how do i write an iep for a high schooler,42,oos
tell me how to refinish a wooden desk,42,oos
tell me how to make a lesson plan,42,oos
tell me where i can get the cheapest tennis balls on the internet,42,oos
play the current tennis match on the tv in the living room,42,oos
give me a list of the top 10 tennis players in the world,42,oos
make a chart of all the tennis scores from this year,42,oos
find the best prices for toothpaste at any store within a 5 mile radius of my location,42,oos
tell me what the best shampoo is for someone with dry scalp,42,oos
what's the best price on a gray xl ll bean men's parka,42,oos
tell me who has the cheapest watch bands on ebay,42,oos
how do i set the time on my tag heuer,42,oos
tell me the steps as to how to begin a career as a journalist,42,oos
give me prices on a copy of the mla grammar handbook,42,oos
put words on the paper about what you want,42,oos
put into words what you want,42,oos
what kind of foods are border collies allergic to,42,oos
find out how i can best clip my dog's nails,42,oos
what is the lifespan of a border collie,42,oos
look up daily dog kennels in my area,42,oos
give me a list of grocery stores that sell japanese sweet potatoes,42,oos
tell me the price of bananas at whole foods this week,42,oos
call the grocery store and get their operational hours,42,oos
call an uber to take me to the closest grocery store,42,oos
show me how many community centers are located within 5 miles of my location,42,oos
which houses do not have automatic spot lights in front of their garage,42,oos
are all the street lamps working on my street,42,oos
make a list of all community gardens near me,42,oos
tell me where to send my resume in order to get a job at delta airlines,42,oos
review my resume for spelling errors,42,oos
please print out copies of my resume,42,oos
please spell check my resume,42,oos
where can i get 100% merino wool t-shirts on the internet,42,oos
show me all listings on amazon for leather belts for men,42,oos
tell me how many blue ties i own,42,oos
who is the start of the movie almost famous,42,oos
search up someone who plays in a movie,42,oos
search up the cast in the walking dead,42,oos
tell me about the amusement park,42,oos
what's the amusement park like,42,oos
take a ride on the ferris wheel,42,oos
go on the ferris wheel,42,oos
what is the cost of four double a batteries,42,oos
instruct a list of all the brands of cereal manufactured by kelloggs,42,oos
compare prices of malt-o-meal to kelloggs,42,oos
what kinds of cereal are gluten free,42,oos
what kinds of cereal are low sugar,42,oos
what is the last time the living room was vacuumed,42,oos
search all movies created by disney in the 1980's,42,oos
does disney world close when it storms,42,oos
mickey mouse is a huge part of disney,42,oos
what are the hours for disney world,42,oos
what time did i get the last text message i received,42,oos
please read me the last text message i received,42,oos
read my friend's text message,42,oos
watch the stories on instagram,42,oos
update my status on instagram,42,oos
can you check on what it would cost me to upgrade my iphone with t-mobile,42,oos
please alert me when my iphone battery falls below 30%,42,oos
can you look at when the next iphone is due out,42,oos
what type of industries do innovation managers work in,42,oos
what are the requirements of a lab technician,42,oos
generate a list of 20 songs that include the word love in the title,42,oos
create a 500 word letter expressing love,42,oos
find a couple's therapist who can help me and my wife,42,oos
what does the average cost of an engagement ring,42,oos
what is popular in fashion right now,42,oos
does denim go with anything,42,oos
accept incoming phone call,42,oos
deny incoming phone call,42,oos
what do i wear on my feet when it rains,42,oos
what do i put on my feet,42,oos
what are the words to the chorus for this song,42,oos
display the song lyrics for me,42,oos
"google ""odell beckham free agency""",42,oos
clear my search history,42,oos
compare the new life growth in trees when the seasons change,42,oos
plant all your flowers just after easter in early april,42,oos
find a good toy to give a 5 year old boy that costs less than $40,42,oos
find out where i can buy a barbie doll for my niece,42,oos
look on amazon for the price of a nitendo switch,42,oos
what brand was the last advertisement for,42,oos
how do i skip all of the advertisements,42,oos
make a list of decor i would need to have a titanic themed birthday party,42,oos
aquire the soundtracks from the movie if i stay and add them to my ipod,42,oos
"i watched ""were the millers"" on netflix last night",42,oos
"can you find ""were the millers"" on hulu",42,oos
"how many people have held the role of county attorney bearing the family name ""dixon""",42,oos
tell me about the candidates running for local office in my area,42,oos
find out who is the representative of my district,42,oos
generate a list of the past 10 judge executives,42,oos
look up the email address of the local police,42,oos
how many hits have i done today,42,oos
change out the older photos with the newer ones,42,oos
organize photos by year they were taken,42,oos
can you group my photos by location,42,oos
organize my photos by date please,42,oos
tell me what my local park's policy is on letting dogs off of leashes,42,oos
look up the operating hours of my local park on weekends,42,oos
how many parks are within 20 miles of me,42,oos
check to see if i still have allergy medication,42,oos
sign me up for the writing class you told me about 2 days ago,42,oos
find articles on essay writing for beginners,42,oos
how long should an essay be,42,oos
how do you start an essay,42,oos
what should you do if your laundry machine is making a high pitched whine,42,oos
find out who the best appliance repairman is for the downtown area,42,oos
look up local repair shops that work on vacuum cleaners,42,oos
can i get a sear's appliance repairman,42,oos
find directions to the sunshine car wash from my house,42,oos
can you book me an appointment at a car wash,42,oos
what brush can i use to wash my car that won't scratch it,42,oos
please clean the car windows,42,oos
vacuum out the car,42,oos
schedule an appointment with the credit counselor for tuesday,42,oos
find a credit mentoring service number for me please,42,oos
how much does it cost to get two jackets dry cleaned,42,oos
look up articles on the green dry cleaning industry,42,oos
find a cleaner that specializes in suede,42,oos
when should you use a dry cleaner,42,oos
create emergency phone numbers list,42,oos
do sets of 25 set-ups each morning til you have completed your goal,42,oos
keep a note of how many miles you walk a day,42,oos
how much weight should i lift to get buff,42,oos
what's a good stretch to do to limber up,42,oos
look up the most requested famous person for quotes,42,oos
what is the most famous quote on the internet,42,oos
make a list of the top 100 famous quotes,42,oos
show me the top 10 quotes by mark twain,42,oos
what do you do if you can't stop vomiting,42,oos
what should i take for a cold,42,oos
"i have too many credit cards, is there any way you can help me organize them",42,oos
find a credit counseling service for me on the web,42,oos
explain how to reduce my debt burden,42,oos
look up the current auto loan rate at chase bank,42,oos
look up student loan offers on google,42,oos
check current prime mortgage rate,42,oos
what should you do if you can't be bothered to get out of bed,42,oos
send me a quote from a motivational speaker twice a day,42,oos
find me a book on motivational speaking from amazon,42,oos
check to see if i need a pass to use the parking garages downtown,42,oos
can you check to see which parking garages are open downtown,42,oos
how much does it cost to use the parking garage downtown,42,oos
what's a good way of backing out of a parking spot,42,oos
search the web for monthly parking near my house,42,oos
find out where parking is close to the stadium,42,oos
how do i get perfect alignment with the curb,42,oos
describe to me how i can learn to make small talk,42,oos
explain how small talk helps bind groups together,42,oos
what do you do all day while i'm at work,42,oos
"so, hang out around this house often",42,oos
tell me the best way to freshen the smell in my car,42,oos
where's the closest car wash my car smells,42,oos
how much is auto febreeze on amazon,42,oos
find out how to deodorize a car,42,oos
see if you can find a good vegetable wash for me,42,oos
look up website on container gardening,42,oos
are we allowed to wash our cars during the drought,42,oos
request a refund on the car wax i bought yesterday,42,oos
i'd like to hire someone to wash my car,42,oos
find out what gentlemen are wearing to weddings these days,42,oos
find me articles on appropriate wedding attire,42,oos
zip the back of the brides maid dress,42,oos
rent the tuxedo the day before,42,oos
find available letter writing classes at the local community college,42,oos
find me a graphic tutorial on writing longhand,42,oos
order me a book of stamps and envelopes,42,oos
start listening to me dictate a letter,42,oos
"email my boss, tell him i wont be in today",42,oos
are the schools closed,42,oos
let me know what time the patriots game starts,42,oos
tell me how long until the nascar race begins,42,oos
are there any sales on liquor,42,oos
what shows are on tonight,42,oos
are there any new job postings in my area in the last hour for jobs on craigslist,42,oos
see if there are any employment agencies hiring managers right now,42,oos
can you tell me what the best places are to look for a job online,42,oos
sign me up for the slack employment forum,42,oos
please replay the last five minutes,42,oos
can you enable subtitles,42,oos
consult the gq website to find what men wear to weddings,42,oos
order me a blue pin stripe suit from saville row,42,oos
what's in fashion this month,42,oos
is it too late to wear white,42,oos
how many calories does jumping up and down burn,42,oos
how many push-ups do i need to do to get ripped,42,oos
fill up my water bottle for the gym,42,oos
pick out an excerise outfit for me,42,oos
find out how long a cold should last before i call a doctor,42,oos
what should i take for nausea,42,oos
how do you relieve a hangover,42,oos
what is a good home remedy for a rash,42,oos
"i have a rash, what can i use for it",42,oos
can you order some ointment for me,42,oos
how do i get rid of an itchy rash,42,oos
forward the text i just got from henry to giselle,42,oos
please read the text message i just received,42,oos
save my text on my laptop hard drive,42,oos
what time does my ex-boss leave the office,42,oos
how much does gun ammunition cost,42,oos
restart my newspaper delivery for monday,42,oos
are there any messages,42,oos
what's that smell,42,oos
get me a list of the best savings account rates right now,42,oos
is beer legal in this state,42,oos
get me articles and pics of different types of household bugs for this area,42,oos
what should i do if i saw a cockroach in my house,42,oos
look up articles on squealing brakes for ford f-150's,42,oos
please answer the phone and put it on speaker on the tv,42,oos
can you tell me who's calling me,42,oos
answer the phone,42,oos
ignore call,42,oos
find out what type of wax is needed for a late model ford sedan,42,oos
what's the first thing you should do to wash your car,42,oos
what supplies do i need to clean my car,42,oos
look up articles on car washing at home,42,oos
how old is the oldest person that is in the guiness book of world records,42,oos
how could i get into the guiness book of world records,42,oos
what person is the heaviest ever recorded,42,oos
who has the longest hair ever,42,oos
can you look at what average reviews say about the new windows phone on amazon for me,42,oos
tell me a summary of reviews that oakley frogskins get on amazon,42,oos
make me a list of the top ten reviewed hiking boots on jetcom,42,oos
show me a tabulation of reviews for lcd tv's on amazon,42,oos
can you tell me what happened to han solo in episode 4,42,oos
how many movies are in the star wars series,42,oos
how many star wars movies are there,42,oos
who plays han solo,42,oos
which movie is it that someone says perfectly balanced as all things should be,42,oos
what movie is the line today is our independence day from,42,oos
what movie is it that says today is a good day to die,42,oos
what movie does it's just a flesh wound come from,42,oos
is michonne wrong for not working with the kingdom to put on the fair,42,oos
which actors have played more than 1 comic book character,42,oos
what marvel movie did mark ruffalo first appear in,42,oos
why did negan return to his jail cell,42,oos
is there more than one occult that a person can join,42,oos
can i summon a demon using just an ouija board,42,oos
what's the best way to drown a witch,42,oos
what does it mean to join the occult,42,oos
did madison really bathe in the potomac naked,42,oos
can you explain a good risk strategy to me,42,oos
what are the rules for chess,42,oos
fill out the paperwork for tonys new daycare center,42,oos
i need to find a new babysitter,42,oos
get me a list of divorce attorneys in the new york area,42,oos
how long does it take to get a divorce finalized,42,oos
where can i find the best divorce lawyer,42,oos
make me a map of all earthquake hotspots in the continental us,42,oos
how much damage did the last earthquake here do,42,oos
what was the latest tremor on the richter scale,42,oos
get me articles on earthquake preparedness,42,oos
what is appropriate to spend on a bouquet of flowers for mother's day,42,oos
get me a list of personal conservation tips that i can use around the house,42,oos
look up the average temperature changes over the last 30 years for my area,42,oos
is the polar vortex of 2019 apart of global warming,42,oos
what is global warming,42,oos
can you book me a tee time at cantigny at 2 pm on saturday,42,oos
what's the best golf club to use on the lower nine,42,oos
how do i stop my child from setting small animals on fire for amusement,42,oos
review chapter 6 with my son and verify his math homework answers,42,oos
can you look up how i shoot a time lapse video on my iphone camera or is it even possible,42,oos
how do i turn up the resolution that i am taking pictures in on my camera phone,42,oos
print out the photos i took today,42,oos
can you find me sheet music for the beatles white album online,42,oos
find me a good band instructor or two to compare in my area,42,oos
can i get a starter course for the trumpet,42,oos
how many keys does a xylophone have,42,oos
how many polar bears are still alive in the arctic,42,oos
are polar bears on the endangered species list,42,oos
what is the life expectancy of a polar bear,42,oos
can a polar bear live in alabama,42,oos
when will george rr martin publish the next game of thrones book,42,oos
show me the new york times most popular book list for this week,42,oos
how many books are in piers anthony virtual mode series,42,oos
"order the new book titled ""ghost work""",42,oos
please check if god is really living in a small apartment in brussels,42,oos
what did the mesopotamians call the creator of the universe,42,oos
put on an educational program about buddhism,42,oos
what happens if you're skydiving and your parachute doesn't open,42,oos
research how many deaths has resulted from skydiving,42,oos
how many people die each year while skydiving,42,oos
google the price of skydiving in florida,42,oos
in what movie did mrs congeniality feature a contestant championing for world peace,42,oos
"has there ever been total world peace, where no nations in the world are at war",42,oos
name the leader from tibet that stands firm for world peace,42,oos
what will it take to achieve world peace,42,oos
was einstein right to be scared of spooky action at a distance,42,oos
what is the nature of the big bang theory,42,oos
how does the etheric body operate,42,oos
do we actually have a soul,42,oos
where can i find cheap rental skis nearby,42,oos
check the nanny cam and send the feed to my phone,42,oos
how much should i tip on this bill,42,oos
send me live feed of the pre-game prediction show on my phone,42,oos
what are the scores of other teams in this division,42,oos
look up pitcher stats on jake rooney,42,oos
what teams are playing right now,42,oos
is it too late to upgrade to first class,42,oos
"according to my fitness tracker, how many push ups have i done today",42,oos
renew gym membership,42,oos
what's my budget for today's shopping trip,42,oos
can you find my car in the parking lot,42,oos
what's the best hand to have in texas hold em,42,oos
is gambling legal in my state,42,oos
fold my hand,42,oos
what time did i put in my first load of laundry,42,oos
how much time is left on my laundry,42,oos
report outage to my electric provider,42,oos
power up my generator,42,oos
call up instructables website and find article on bike assembly,42,oos
find schematics for ikea desk assembly,42,oos
search information on how to apply foundation,42,oos
find instructions on how to play taboo,42,oos
what casino game has the best odds,42,oos
tell me how much energy i have consumed so far this year,42,oos
give me an energy usage breakdown for march,42,oos
how many kilowatts have i used this month,42,oos
what's my current electric bill,42,oos
can you locate the television remote,42,oos
where did i last place my remote,42,oos
do you know where the remote is,42,oos
have you seen the remote,42,oos
please ping the rfid in my wallet and tell me where it's at right now,42,oos
can you detect where i placed my wallet,42,oos
give me my wallet location,42,oos
find my wallet,42,oos
can you give me the gps location of harvey,42,oos
where's my buddy steve right this second,42,oos
locate jenny at her present position,42,oos
let me know where jim is right now,42,oos
what expression would i use to say i love you if i were an italian,61,translate
"can you tell me how to say 'i do not speak much spanish', in spanish",61,translate
"what is the equivalent of, 'life is good' in french",61,translate
"tell me how to say, 'it is a beautiful morning' in italian",61,translate
"if i were mongolian, how would i say that i am a tourist",61,translate
how do i say 'hotel' in finnish,61,translate
"i need you to translate the sentence, 'we will be there soon' into portuguese",61,translate
please tell me how to ask for a taxi in french,61,translate
"can you tell me how i would say, 'more bread please' in french",61,translate
what is the correct way to say 'i am a visitor' in french,61,translate
"how would i say, 'i don't know the answer' in spanish",61,translate
i would like to know the proper way to greet an adult in portuguese,61,translate
what words would i use to tell someone i am lost if i were japanese,61,translate
how would i say thank you if i were russian,61,translate
can you tell me how i would normally say thank you as a french person,61,translate
i would like to know how to say hello in french,61,translate
if i were english how would i say subway,61,translate
i would i say subway if i were english,61,translate
how do you say hi in french,61,translate
in england how do they say subway,61,translate
translate hello in french,61,translate
how is hello said in french,61,translate
